position,driverNumber,driverId,constructorId,engineManufacturerId,tyreManufacturerId,time,gap,interval,laps,year,race
3,12,ayrton-senna,lotus,honda,goodyear,1:53.426,+1.400,+0.010,,1987,belgium
2,12,ayrton-senna,lotus,honda,goodyear,1:23.711,+0.672,+0.672,,1987,monaco
2,12,ayrton-senna,lotus,honda,goodyear,1:40.607,+1.343,+1.343,,1987,detroit
3,12,ayrton-senna,lotus,honda,goodyear,1:07.024,+0.570,+0.147,,1987,france
3,12,ayrton-senna,lotus,honda,goodyear,1:08.181,+1.071,+1.001,,1987,great-britain
2,12,ayrton-senna,lotus,honda,goodyear,1:42.873,+0.257,+0.257,,1987,germany
6,12,ayrton-senna,lotus,honda,goodyear,1:30.387,+2.340,+0.077,,1987,hungary
7,12,ayrton-senna,lotus,honda,goodyear,1:25.492,+2.135,+0.415,,1987,austria
4,12,ayrton-senna,lotus,honda,goodyear,1:24.907,+1.447,+0.974,,1987,italy
5,12,ayrton-senna,lotus,honda,goodyear,1:18.354,+0.734,+0.190,,1987,portugal
5,12,ayrton-senna,lotus,honda,goodyear,1:24.320,+1.859,+0.128,,1987,spain
7,12,ayrton-senna,lotus,honda,goodyear,1:19.089,+0.706,+0.097,,1987,mexico
8,12,ayrton-senna,lotus,honda,goodyear,1:42.723,+2.681,+0.107,,1987,japan
4,12,ayrton-senna,lotus,honda,goodyear,1:18.488,+1.221,+0.471,,1987,australia
1,12,ayrton-senna,mclaren,honda,goodyear,1:28.096,,,,1988,brazil
1,12,ayrton-senna,mclaren,honda,goodyear,1:27.148,,,,1988,san-marino
1,12,ayrton-senna,mclaren,honda,goodyear,1:23.998,,,,1988,monaco
1,12,ayrton-senna,mclaren,honda,goodyear,1:17.468,,,,1988,mexico
1,12,ayrton-senna,mclaren,honda,goodyear,1:21.681,,,,1988,canada
1,12,ayrton-senna,mclaren,honda,goodyear,1:40.606,,,,1988,detroit
2,12,ayrton-senna,mclaren,honda,goodyear,1:08.067,+0.478,+0.478,,1988,france
3,12,ayrton-senna,mclaren,honda,goodyear,1:10.616,+0.483,+0.284,,1988,great-britain
1,12,ayrton-senna,mclaren,honda,goodyear,1:44.596,,,,1988,germany
1,12,ayrton-senna,mclaren,honda,goodyear,1:27.635,,,,1988,hungary
1,12,ayrton-senna,mclaren,honda,goodyear,1:53.718,,,,1988,belgium
1,12,ayrton-senna,mclaren,honda,goodyear,1:25.974,,,,1988,italy
2,12,ayrton-senna,mclaren,honda,goodyear,1:17.869,+0.458,+0.458,,1988,portugal
1,12,ayrton-senna,mclaren,honda,goodyear,1:24.067,,,,1988,spain
1,12,ayrton-senna,mclaren,honda,goodyear,1:41.853,,,,1988,japan
1,12,ayrton-senna,mclaren,honda,goodyear,1:17.748,,,,1988,australia
1,1,ayrton-senna,mclaren,honda,goodyear,1:25.302,,,,1989,brazil
1,1,ayrton-senna,mclaren,honda,goodyear,1:26.010,,,,1989,san-marino
1,1,ayrton-senna,mclaren,honda,goodyear,1:22.308,,,,1989,monaco
1,1,ayrton-senna,mclaren,honda,goodyear,1:17.876,,,,1989,mexico
1,1,ayrton-senna,mclaren,honda,goodyear,1:30.108,,,,1989,united-states
2,1,ayrton-senna,mclaren,honda,goodyear,1:21.049,+0.076,+0.076,,1989,canada
2,1,ayrton-senna,mclaren,honda,goodyear,1:07.228,+0.025,+0.025,,1989,france
1,1,ayrton-senna,mclaren,honda,goodyear,1:09.099,,,,1989,great-britain
1,1,ayrton-senna,mclaren,honda,goodyear,1:42.300,,,,1989,germany
2,1,ayrton-senna,mclaren,honda,goodyear,1:20.039,+0.313,+0.313,,1989,hungary
1,1,ayrton-senna,mclaren,honda,goodyear,1:50.867,,,,1989,belgium
1,1,ayrton-senna,mclaren,honda,goodyear,1:23.720,,,,1989,italy
1,1,ayrton-senna,mclaren,honda,goodyear,1:15.468,,,,1989,portugal
1,1,ayrton-senna,mclaren,honda,goodyear,1:20.291,,,,1989,spain
1,1,ayrton-senna,mclaren,honda,goodyear,1:38.041,,,,1989,japan
1,1,ayrton-senna,mclaren,honda,goodyear,1:16.665,,,,1989,australia
5,27,ayrton-senna,mclaren,honda,goodyear,1:29.431,+0.767,+0.023,,1990,united-states
1,27,ayrton-senna,mclaren,honda,goodyear,1:17.277,,,,1990,brazil
1,27,ayrton-senna,mclaren,honda,goodyear,1:23.220,,,,1990,san-marino
1,27,ayrton-senna,mclaren,honda,goodyear,1:21.314,,,,1990,monaco
1,27,ayrton-senna,mclaren,honda,goodyear,1:20.399,,,,1990,canada
3,27,ayrton-senna,mclaren,honda,goodyear,1:17.670,+0.443,+0.172,,1990,mexico
3,27,ayrton-senna,mclaren,honda,goodyear,1:04.549,+0.147,+0.037,,1990,france
2,27,ayrton-senna,mclaren,honda,goodyear,1:08.071,+0.643,+0.643,,1990,great-britain
1,27,ayrton-senna,mclaren,honda,goodyear,1:40.198,,,,1990,germany
4,27,ayrton-senna,mclaren,honda,goodyear,1:18.162,+0.243,+0.035,,1990,hungary
1,27,ayrton-senna,mclaren,honda,goodyear,1:50.365,,,,1990,belgium
1,27,ayrton-senna,mclaren,honda,goodyear,1:22.533,,,,1990,italy
3,27,ayrton-senna,mclaren,honda,goodyear,1:13.601,+0.044,+0.006,,1990,portugal
1,27,ayrton-senna,mclaren,honda,goodyear,1:18.387,,,,1990,spain
1,27,ayrton-senna,mclaren,honda,goodyear,1:36.996,,,,1990,japan
1,27,ayrton-senna,mclaren,honda,goodyear,1:15.671,,,,1990,australia
1,1,ayrton-senna,mclaren,honda,goodyear,1:21.434,,,,1991,united-states
1,1,ayrton-senna,mclaren,honda,goodyear,1:16.392,,,,1991,brazil
1,1,ayrton-senna,mclaren,honda,goodyear,1:21.877,,,,1991,san-marino
1,1,ayrton-senna,mclaren,honda,goodyear,1:20.344,,,,1991,monaco
3,1,ayrton-senna,mclaren,honda,goodyear,1:20.318,+0.481,+0.093,,1991,canada
3,1,ayrton-senna,mclaren,honda,goodyear,1:17.264,+0.568,+0.286,,1991,mexico
3,1,ayrton-senna,mclaren,honda,goodyear,1:14.857,+0.298,+0.068,,1991,france
2,1,ayrton-senna,mclaren,honda,goodyear,1:21.618,+0.679,+0.679,,1991,great-britain
2,1,ayrton-senna,mclaren,honda,goodyear,1:37.274,+0.187,+0.187,,1991,germany
1,1,ayrton-senna,mclaren,honda,goodyear,1:16.147,,,,1991,hungary
1,1,ayrton-senna,mclaren,honda,goodyear,1:47.811,,,,1991,belgium
1,1,ayrton-senna,mclaren,honda,goodyear,1:21.114,,,,1991,italy
3,1,ayrton-senna,mclaren,honda,goodyear,1:13.444,+0.443,+0.223,,1991,portugal
3,1,ayrton-senna,mclaren,honda,goodyear,1:19.064,+0.313,+0.094,,1991,spain
2,1,ayrton-senna,mclaren,honda,goodyear,1:34.898,+0.198,+0.198,,1991,japan
1,1,ayrton-senna,mclaren,honda,goodyear,1:14.041,,,,1991,australia
2,1,ayrton-senna,mclaren,honda,goodyear,1:16.227,+0.741,+0.741,,1992,south-africa
6,1,ayrton-senna,mclaren,honda,goodyear,1:18.791,+2.445,+0.202,,1992,mexico
3,1,ayrton-senna,mclaren,honda,goodyear,1:17.902,+2.199,+1.008,,1992,brazil
3,1,ayrton-senna,mclaren,honda,goodyear,1:21.209,+1.019,+0.014,,1992,spain
3,1,ayrton-senna,mclaren,honda,goodyear,1:23.086,+1.244,+0.191,,1992,san-marino
3,1,ayrton-senna,mclaren,honda,goodyear,1:20.608,+1.113,+0.240,,1992,monaco
1,1,ayrton-senna,mclaren,honda,goodyear,1:19.775,,,,1992,canada
3,1,ayrton-senna,mclaren,honda,goodyear,1:15.199,+1.335,+0.867,,1992,france
3,1,ayrton-senna,mclaren,honda,goodyear,1:21.706,+2.741,+0.822,,1992,great-britain
3,1,ayrton-senna,mclaren,honda,goodyear,1:39.106,+1.146,+0.796,,1992,germany
3,1,ayrton-senna,mclaren,honda,goodyear,1:16.267,+0.791,+0.624,,1992,hungary
2,1,ayrton-senna,mclaren,honda,goodyear,1:52.743,+2.198,+2.198,,1992,belgium
2,1,ayrton-senna,mclaren,honda,goodyear,1:22.822,+0.601,+0.601,,1992,italy
3,1,ayrton-senna,mclaren,honda,goodyear,1:14.258,+1.217,+0.586,,1992,portugal
3,1,ayrton-senna,mclaren,honda,goodyear,1:38.375,+1.015,+0.156,,1992,japan
2,1,ayrton-senna,mclaren,honda,goodyear,1:14.202,+0.470,+0.470,,1992,australia
2,8,ayrton-senna,mclaren,ford,goodyear,1:15.784,+0.088,+0.088,,1993,south-africa
3,8,ayrton-senna,mclaren,ford,goodyear,1:17.697,+1.831,+0.838,,1993,brazil
4,8,ayrton-senna,mclaren,ford,goodyear,1:12.107,+1.649,+0.099,,1993,europe
4,8,ayrton-senna,mclaren,ford,goodyear,1:24.007,+1.937,+0.088,,1993,san-marino
3,8,ayrton-senna,mclaren,ford,goodyear,1:19.722,+1.913,+1.376,,1993,spain
3,8,ayrton-senna,mclaren,ford,goodyear,1:21.552,+0.995,+0.362,,1993,monaco
8,8,ayrton-senna,mclaren,ford,goodyear,1:21.706,+2.719,+0.103,,1993,canada
5,8,ayrton-senna,mclaren,ford,goodyear,1:16.264,+1.882,+0.061,,1993,france
4,8,ayrton-senna,mclaren,ford,goodyear,1:21.986,+2.980,+1.585,,1993,great-britain
4,8,ayrton-senna,mclaren,ford,goodyear,1:39.616,+0.868,+0.036,,1993,germany
4,8,ayrton-senna,mclaren,ford,goodyear,1:16.451,+1.820,+1.223,,1993,hungary
5,8,ayrton-senna,mclaren,ford,goodyear,1:49.934,+2.363,+0.109,,1993,belgium
4,8,ayrton-senna,mclaren,ford,goodyear,1:22.633,+1.454,+0.647,,1993,italy
4,8,ayrton-senna,mclaren,ford,goodyear,1:12.491,+0.997,+0.048,,1993,portugal
2,8,ayrton-senna,mclaren,ford,goodyear,1:37.284,+0.130,+0.130,,1993,japan
1,8,ayrton-senna,mclaren,ford,goodyear,1:13.371,,,,1993,australia
1,2,ayrton-senna,williams,renault,goodyear,1:15.962,,,22.0,1994,brazil
1,2,ayrton-senna,williams,renault,goodyear,1:10.218,,,15.0,1994,pacific
1,2,ayrton-senna,williams,renault,goodyear,1:21.548,,,10.0,1994,san-marino
